Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename
634464909,"8 Jul 2016, 16:45:21",To St Pancras,Ride,"",1934,8.85,66,false,,activities/697703232.fit.gz
634464949,"8 Jul 2016, 19:14:29",Folkestone to Dover - bus replacement service!,Ride,"",3677,13.51,24,false,,activities/697703290.fit.gz
634599369,"8 Jul 2016, 22:10:44",Night ride from Calais,Ride,"",6036,29.79,32,false,,activities/697977053.fit.gz
635249670,"9 Jul 2016, 07:19:17",Loon-Plage to Bruges w/ Rogers and Tom,Ride,"",26583,88.01,96,false,,activities/699163759.fit.gz
636642530,"10 Jul 2016, 16:51:19",Ferry to the station,Ride,"",1235,3.91,13,false,,activities/701488143.fit.gz
636642546,"10 Jul 2016, 06:25:53",Bruges to Calais into a headwind w/ Tom and Rogers,Ride,"",31356,117.53,141,false,,activities/701488025.fit.gz
636898561,"10 Jul 2016, 20:54:22",And home!,Ride,"",821,4.91,20,false,,activities/701890176.fit.gz
639901428,"13 Jul 2016, 17:51:31",Zwift - Free-ride with TDF highlights,Virtual Ride,,4184,27.34,38,false,,activities/705968640.fit.gz
645464163,"18 Jul 2016, 19:02:27",Zwift - Strength Endurance,Virtual Ride,,4081,26.04,65,false,,activities/711903493.fit.gz
651974993,"24 Jul 2016, 11:17:46",Surrey scouting w/ C,Ride,"",13302,43.75,82,false,,activities/718874344.fit.gz
660126925,"31 Jul 2016, 04:35:43",To the start,Ride,"",2293,6.28,12,false,,activities/727119584.fit.gz
660128162,"31 Jul 2016, 06:16:11",Ride London Surrey 100,Ride,Tough to keep up with Hoa and Scott for first half. Busy roads on the hills. Recuperated at 81 miles before hanging onto some fast trains to the finish.,22094,160.83,354,false,,activities/727120403.fit.gz
660304352,"31 Jul 2016, 17:02:48",Back to the car,Ride,"",2414,7.87,11,false,,activities/727980505.fit.gz
661236680,"1 Aug 2016, 19:08:10",Zwift - London recovery - taking in the sights,Virtual Ride,"",1563,10.12,4,false,,activities/729277710.fit.gz
663432793,"3 Aug 2016, 17:51:43",Zwift - Z2 ride,Virtual Ride,"",3619,26.01,23,false,,activities/731640004.fit.gz
664415714,"4 Aug 2016, 14:19:37",Sunshine and showers tour of rural Northamptonshire,Ride,"",8469,34.02,65,false,,activities/732704406.fit.gz
665207995,"5 Aug 2016, 09:58:46",Swains Rd climb,Ride,"",2503,14.95,103,false,,activities/733564907.fit.gz
667614805,"7 Aug 2016, 09:47:44",To Tring,Ride,"",8565,57.25,173,false,,activities/736185979.fit.gz
669204684,"8 Aug 2016, 17:47:40",Zwift - Z2 watching Olympics!,Virtual Ride,Frequent Ant+ dropout...,3832,27.78,24,false,,activities/737908795.fit.gz
671567320,"10 Aug 2016, 17:50:47",Zwift - Threshold building - More Olympic channel surfing,Virtual Ride,"",5665,41.07,41,false,,activities/740467197.fit.gz
673714231,"12 Aug 2016, 18:55:14",Zwift - Watopia - Jon's Short Mix,Virtual Ride,,2680,13.07,16,false,,activities/742803232.fit.gz
685242453,"22 Aug 2016, 17:58:32",Zwift - BTW group ride,Virtual Ride,,4281,35.12,57,false,,activities/755291922.fit.gz
686515103,"23 Aug 2016, 18:24:27",Zwift - Zone 2 Cadence Changer,Virtual Ride,,4335,28.05,27,false,,activities/756649889.fit.gz
687685830,"24 Aug 2016, 17:52:24",Zwift - Low Cadence Zone 3,Virtual Ride,,3623,26.10,43,false,,activities/757894623.fit.gz
688897567,"25 Aug 2016, 18:03:20",Zwift - Z2 Endurance,Virtual Ride,,5157,38.03,46,false,,activities/759187468.fit.gz
690844604,"27 Aug 2016, 13:53:44",Zwift - Z2/3,Virtual Ride,"",4214,27.13,58,false,,activities/761288358.fit.gz
693385678,"29 Aug 2016, 15:51:44",Bank holiday sunshine ride,Ride,"",3562,17.29,39,false,,activities/764031608.fit.gz
694778673,"30 Aug 2016, 18:28:52",Zwift - Cadence Training,Virtual Ride,,4633,33.06,25,false,,activities/765537343.fit.gz
698852690,"3 Sep 2016, 08:42:06",Out to Epping Forest & Mott St.,Ride,"",12092,64.65,241,false,,activities/770006205.fit.gz
702939711,"6 Sep 2016, 18:34:55",Zwift - Zone 2 Cadence Changer,Virtual Ride,,4240,30.11,29,false,,activities/774383792.fit.gz
703080914,"1 Sep 2016, 20:30:00",First gym session - AA,Weight Training,Figuring out the machines and what weights should be for each activity. Still achy 3 days after... ,5520,0,,false,,
703083153,"5 Sep 2016, 18:00:00",AA - session 2,Weight Training,Found the standing & seated row machines...,5280,0,,false,,
705669829,"8 Sep 2016, 18:20:50",AA session 3,Weight Training,,5820,0,,false,,
706920042,"10 Sep 2016, 10:36:11",Zwift - Z2 foundation,Virtual Ride,Maybe too hard for Z2.,3720,24.57,48,false,,activities/778724937.fit.gz
709692412,"12 Sep 2016, 09:46:03","Hertford loop - endurance, trying to take it easy, but going fast is fun!",Ride,"",16755,88.42,304,false,,activities/781781183.fit.gz
712488407,"14 Sep 2016, 18:24:00",AA session 4,Weight Training,,5580,0,,false,,
713523082,"15 Sep 2016, 18:16:48",Zwift - Z2 Cadence Changer,Virtual Ride,,4221,25.04,21,false,,activities/786023472.fit.gz
718196203,"19 Sep 2016, 18:48:00",AA session 5,Weight Training,,4680,0,,false,,
719251571,"20 Sep 2016, 17:51:43",Zwift - PRL half challenge Z2 endurance,Virtual Ride,"",9053,71.04,58,false,,activities/792471666.fit.gz
723167287,"24 Sep 2016, 12:14:49",Zwift - ODZ Coffee Ride,Virtual Ride,,4351,42.10,69,false,,activities/796950693.fit.gz
740323270,"9 Oct 2016, 13:00:00",Beachside yoga,Yoga,,3600,0,,false,,
740439956,"10 Oct 2016, 13:00:00",Beach yoga,Yoga,,3600,0,,false,,
741783144,"11 Oct 2016, 13:00:00",Beach yoga,Yoga,,3600,0,,false,,
742848819,"12 Oct 2016, 13:00:54",Beach yoga,Yoga,,3600,0,,false,,
743724049,"13 Oct 2016, 13:00:00",Beachside yoga,Yoga,,3600,0,,false,,
743813772,"13 Oct 2016, 19:30:58",Gym cycle up to z4 HR,Virtual Ride,"",1800,0,,false,,
743814432,"13 Oct 2016, 20:00:31",Gym weights AA,Weight Training,"Leg press 50 pounds x20 x20 55 lbs x20
Lat pull down 40 lbs x20 x20 x20
Leg press 55 lbs x20 x20 x20
Press up x12 x12 x12
Leg press machine 30 lbs. individual legs. x15 x15
Sit up x12 x12 x14
Cool Down cycle 10 mins",3600,0,,false,,
744651814,"14 Oct 2016, 13:00:00",Last beach yoga,Yoga,,3600,0,,false,,
744653333,"14 Oct 2016, 20:00:38",Gym ride avg HR 135,Virtual Ride,,2700,12.60,,false,,
744654795,"14 Oct 2016, 20:45:00",Gym weights,Weight Training,"Leg press 55 lbs x20 x20 60 lbs x20
Pull down 40 lbs x20 x20 x20
Sit ups x12 x12 x12
Push ups x10 x10 x12
Cool down cycle 15 min",2700,0,,false,,
748877623,"18 Oct 2016, 18:33:25",Zwift - Jon's Mix,Virtual Ride,,3664,29.05,32,false,,activities/827179941.fit.gz
758467769,"28 Oct 2016, 14:25:42",Zwift - Cervelo 40 km challenge/chill ride,Virtual Ride,"",7501,51.04,44,false,,activities/838322085.fit.gz
759570655,"29 Oct 2016, 16:08:57",Zwift - Cadence drills,Virtual Ride,,4095,28.02,85,false,,activities/839602921.fit.gz
764031287,"2 Nov 2016, 19:29:47",Zwift - ZZRC SUB 3.0 Ride,Virtual Ride,,3660,36.05,70,false,,activities/844775595.fit.gz
766602004,"5 Nov 2016, 13:25:48",Zwift - Cadence Pushing,Virtual Ride,,5143,42.09,92,false,,activities/847743419.fit.gz
768992972,"7 Nov 2016, 19:10:45",Zwift - Short Z2,Virtual Ride,,3104,20.10,29,false,,activities/850520743.fit.gz
773084658,"12 Nov 2016, 11:10:18",Zwift - Peaks Pedal Drills,Virtual Ride,,5069,39.30,144,false,,activities/855291388.fit.gz
775506790,"14 Nov 2016, 18:08:01",Zwift - Winter plan wk5 d1,Virtual Ride,Cut the 15min Z5 short,6325,41.17,83,false,,activities/858085280.fit.gz
779538123,"19 Nov 2016, 09:27:21",Zwift - Mat Hayman Paris Roubaix 1,Virtual Ride,"",4915,34.03,86,false,,activities/862845605.fit.gz
786869903,"27 Nov 2016, 10:18:37",Zwift - Z2/3 chill,Virtual Ride,"",4253,30.03,42,false,,activities/871293226.fit.gz
788275487,"28 Nov 2016, 19:11:45",Zwift - Z2,Virtual Ride,,4081,27.05,28,false,,activities/872845477.fit.gz
790110351,"30 Nov 2016, 09:00:00",Olympic Velodrome track taster session,Ride,,3600,0,,false,,
795432259,"6 Dec 2016, 19:30:40",Zwift - Cycle Right Ride - Climbing mountains,Virtual Ride,,3653,26.07,87,false,,activities/880888726.fit.gz
800723866,"12 Dec 2016, 19:30:01",Zwift - ZZRC SUB 3.0 Ride,Virtual Ride,,3701,36.06,51,false,,activities/886852284.fit.gz
801691485,"13 Dec 2016, 19:49:54",Zwift - Z2/3,Virtual Ride,"",4320,37.05,79,false,,activities/887945354.fit.gz
811805322,"26 Dec 2016, 12:42:38",A surprisingly warm Boxing Day ride,Ride,"",4343,26.11,148,false,,activities/899407191.fit.gz
812793580,"27 Dec 2016, 10:33:20",Kingston Hill and back through Chilterns,Ride,"",12876,71.76,399,false,,activities/900505632.fit.gz
814793343,"29 Dec 2016, 11:45:30",Tring to home,Ride,"",9426,57.40,225,false,,activities/902713208.fit.gz
815719410,"30 Dec 2016, 11:15:00",AA,Weight Training,,6300,0,,false,,
816904596,"31 Dec 2016, 14:48:19",Afternoon Walk,Walk,,2603,3.38,,false,,
818950289,"2 Jan 2017, 10:05:00",Gym AA,Weight Training,,5700,0,,false,,
821301881,"4 Jan 2017, 18:56:48",Zwift - Z2 foundation,Virtual Ride,,5430,35.22,20,false,,activities/909810696.fit.gz
822371296,"5 Jan 2017, 19:31:39",Zwift - Z2 Cadence Changer,Virtual Ride,,4400,29.62,29,false,,activities/910965400.fit.gz
824209055,"7 Jan 2017, 11:04:00",AA/MT,Weight Training,"",5100,0,,false,,
826690333,"9 Jan 2017, 18:41:01",Zwift - Z2 double mountain,Virtual Ride,,7286,46.06,41,false,,activities/915647959.fit.gz
827710812,"10 Jan 2017, 18:48:09",Zwift - Z2 Cadence Changer,Virtual Ride,,4262,25.18,23,false,,activities/916746086.fit.gz
828768784,"11 Jan 2017, 18:56:01",Zwift - Z2 pre-stretch,Virtual Ride,,1900,15.00,12,false,,activities/917880352.fit.gz
830790399,"13 Jan 2017, 18:20:00",AA/MT,Weight Training,,6000,0,,false,,
831229470,"14 Jan 2017, 08:52:31",Zwift - Z2 pre-breakfast,Virtual Ride,,3694,27.45,18,false,,activities/920577882.fit.gz
834260749,"16 Jan 2017, 18:41:26",Zwift - Z2 Double mountain,Virtual Ride,,7306,47.05,78,false,,activities/923798045.fit.gz
835267516,"17 Jan 2017, 18:28:13",Zwift - Z2 Cadence Changer,Virtual Ride,,4149,23.62,22,false,,activities/924900627.fit.gz
836411223,"18 Jan 2017, 18:59:51",Zwift - Z2 freeride,Virtual Ride,,3671,24.09,15,false,,activities/926404383.fit.gz
838442379,"20 Jan 2017, 18:55:03",Zwift - Z2 with some bursts,Virtual Ride,,3645,28.10,17,false,,activities/928607352.fit.gz
838981830,"21 Jan 2017, 09:30:00",AA/MT,Weight Training,,5400,0,,false,,
841944661,"23 Jan 2017, 19:02:24",Zwift - Z2,Virtual Ride,,3646,24.12,18,false,,activities/932400021.fit.gz
844146965,"25 Jan 2017, 18:55:33",Zwift - Z2 Cadence Changer,Virtual Ride,,3677,27.07,13,false,,activities/934780926.fit.gz
845207815,"26 Jan 2017, 19:33:21",Zwift - Z1 pre stretch,Virtual Ride,,1270,5.14,3,false,,activities/935930219.fit.gz
846828438,"28 Jan 2017, 09:35:55",AA/MT working on form,Weight Training,,6300,0,,false,,
849780378,"30 Jan 2017, 18:59:20",Zwift - 2 hr Z2 double mountain,Virtual Ride,,7307,44.05,59,false,,activities/940911691.fit.gz
850828760,"31 Jan 2017, 19:03:24",Zwift - Power and speed intervals,Virtual Ride,,3762,25.15,23,false,,activities/942044016.fit.gz
853057761,"2 Feb 2017, 19:08:27",Zwift - Z3 intervals,Virtual Ride,Completed the 50 km climbing challenge and earned myself a Tron bike!,3701,28.06,38,false,,activities/944431461.fit.gz
854697220,"4 Feb 2017, 10:15:59",AA/MT,Weight Training,,6600,0,,false,,
856551723,"5 Feb 2017, 17:59:46",Zwift - Warm-up pre-stretch,Virtual Ride,First time I've spotted a runner on Zwift! They'll be swimming next...,1248,9.10,4,false,,activities/948229437.fit.gz
857510316,"6 Feb 2017, 18:50:22",Zwift - Z2 exploring volcano,Virtual Ride,,3709,36.12,23,false,,activities/949264577.fit.gz
858730378,"7 Feb 2017, 19:15:44",Zwift - Foundation,Virtual Ride,,7274,70.10,63,false,,activities/950562396.fit.gz
860435986,"9 Feb 2017, 12:06:34",Zwift - Base 2 power and speed intervals,Virtual Ride,,3789,28.04,16,false,,activities/952429623.fit.gz
861811534,"10 Feb 2017, 19:31:13",Zwift - Base 2 Z3 intervals - aborted,Virtual Ride, Right hamstring tight,2693,21.77,26,false,,activities/953884744.fit.gz
862399229,"11 Feb 2017, 09:31:46",MT,Weight Training,First time working on squats.,6300,0,,false,,
866522267,"14 Feb 2017, 19:03:22",Zwift - Z2 tough - W/HR decoupling was poor - woke up with sore throat next day,Virtual Ride,"",6075,56.01,38,false,,activities/958954410.fit.gz
867655513,"15 Feb 2017, 19:49:45",Zwift - Unstructured ride,Virtual Ride,,2133,17.05,14,false,,activities/960171022.fit.gz
869779926,"17 Feb 2017, 16:41:43",Zwift - 2 hr z2,Virtual Ride,,7322,69.12,67,false,,activities/962466043.fit.gz
870893949,"18 Feb 2017, 11:04:00",MT,Weight Training,"",4200,0,,,,
876205329,"22 Feb 2017, 20:14:21",Zwift - group with some efforts <2W/kg,Virtual Ride,,3789,35.18,12,false,,activities/969352085.fit.gz
877245296,"23 Feb 2017, 20:03:24",Zwift - Graded exercise test,Virtual Ride,,2221,19.06,22,false,,activities/970480797.fit.gz
879344004,"25 Feb 2017, 13:47:17",To the pub and back,Walk,,12467,5.18,,false,,activities/879344004.gpx
880413281,"26 Feb 2017, 11:50:42",To the needles and back,Walk,,5597,4.01,,false,,activities/880413281.gpx
881961851,"27 Feb 2017, 18:25:47",SM,Weight Training,,4500,0,,false,,
883965642,"28 Feb 2017, 19:53:07",Zwift - Z2 80 rpm,Virtual Ride,"",3620,33.13,19,false,,activities/978219027.fit.gz
884015524,"1 Mar 2017, 19:03:38",Zwift - Some speed work pre stretch,Virtual Ride,"",1846,17.05,7,false,,activities/978271288.fit.gz
885416069,"2 Mar 2017, 19:38:00",Zwift - GCN Power,Virtual Ride,,3771,32.07,57,false,,activities/980359475.fit.gz
887470560,"4 Mar 2017, 14:17:36",St Albans and back,Ride,"",7926,49.62,188,false,,activities/983858900.fit.gz
891414781,"6 Mar 2017, 19:25:45",Strength maintenance,Weight Training,,4380,0,,false,,
892599010,"8 Mar 2017, 19:15:10",Zwift - 1hr Z2,Virtual Ride,,3814,32.08,23,false,,activities/990967982.fit.gz
892606846,"8 Mar 2017, 12:00:00",Lunch OU Yoga,Yoga,"",3600,0,,false,,
895800276,"11 Mar 2017, 10:53:28",To Tring - first ride post bike fit,Ride,"",9532,57.14,155,false,,activities/994400418.fit.gz
899068185,"13 Mar 2017, 19:38:27",Zwift - 30 min cadence,Virtual Ride,,1844,15.20,13,false,,activities/997888308.fit.gz
899118256,"12 Mar 2017, 15:10:00",Strength maintenance,Weight Training,"",5520,0,,false,,
900323038,"14 Mar 2017, 19:22:33",Zwift - Z2 ME intervals,Virtual Ride,,3609,35.25,26,false,,activities/999217131.fit.gz
901640896,"15 Mar 2017, 19:29:33",Zwift - More Z2 ME intervals,Virtual Ride,,3972,37.13,32,false,,activities/1000611054.fit.gz
902863393,"16 Mar 2017, 19:28:44","Zwift - Z5 3x3 min intervals, 1 min rest",Virtual Ride,"After some googling... it's recommended to do 2-4 min at Z5 with equal recovery time, for about 12-15 min total in Z5 for an effective workout... I'll add longer recovery and an extra interval next time!",1864,16.11,29,false,,activities/1001904508.fit.gz
904833751,"18 Mar 2017, 10:37:37",Morning Ride,Ride,,12370,66.79,96,false,,activities/1003997648.fit.gz
913627698,"25 Mar 2017, 09:27:31",Zwift - Maratona dles Dolomites eFondo,Virtual Ride,,11963,73.08,70,false,,activities/1013182950.fit.gz
931689502,"7 Apr 2017, 11:21:57","Traffic diversions, fish and chips and an espresso at Stripes",Ride,"",5704,24.32,94,false,,activities/1031752286.fit.gz
932749401,"8 Apr 2017, 09:16:52",3x Swains Lane ☀️,Ride,"",4301,21.59,64,false,,activities/1032837856.fit.gz
936629128,"10 Apr 2017, 18:02:13",Zwift,Virtual Ride,,2276,20.36,15,false,,activities/1036858374.fit.gz
940285572,"13 Apr 2017, 11:19:21",OUCC bike bus loop,Ride,"",4221,30.74,87,false,,activities/1040604545.fit.gz
943253148,"15 Apr 2017, 08:59:25",Warwick Metric,Ride,"",18092,111.71,343,false,,activities/1043674094.fit.gz
953291936,"22 Apr 2017, 12:19:52",Dragon ride training - d1,Ride,"",14305,83.25,520,false,,activities/1054017226.fit.gz
955314923,"23 Apr 2017, 07:49:28",Dragon ride training d2,Ride,"",26411,127.92,356,false,,activities/1056134107.fit.gz
1021365931,"4 Jun 2017, 08:04:11",Col du Galibier,Ride,"",30548,87.52,258,false,,activities/1124225504.fit.gz
1031327214,"9 Jun 2017, 07:41:19",Col d'Izoard,Ride,"",24493,73.59,264,false,,activities/1134335429.fit.gz
1064323100,"2 Jul 2017, 10:23:25",Sunshine pub ride - The Old Chequers Inn,Ride,"",21305,75.02,423,false,,activities/1168131226.fit.gz
1199135825,"24 Sep 2017, 08:20:14",Ridgeway tramp,Hike,,10179,14.97,,false,,activities/1199135825.gpx
1203724425,"27 Sep 2017, 05:27:03",Morning walk,Walk,,3913,6.00,,false,,activities/1203724425.gpx
1208452955,"30 Sep 2017, 08:21:17",Saturday morning across the fields,Hike,"",12451,18.01,,false,,activities/1208452955.gpx
1219338413,"7 Oct 2017, 08:57:33",Up Salève and back,Hike,"Walked back to central Geneva but must have pressed pause by accident.
Additional distance was 7.1 km making total 23.8 km.",24126,16.77,,false,,activities/1219338413.gpx
1226304381,"12 Oct 2017, 05:33:51",Walk to work,Walk,,2621,4.61,,true,,activities/1226304381.gpx
1229532585,"14 Oct 2017, 08:28:27",Stoke Goldington to Olney,Hike,,13404,16.59,,false,,activities/1229532585.gpx
1231352162,"15 Oct 2017, 10:49:12",Family stroll,Walk,"",5723,6.58,,false,,activities/1231352162.gpx
1240075454,"21 Oct 2017, 08:22:55","40 ft ditch to Olney, against Brian 💨",Run,"",10176,13.38,,false,,activities/1240075454.gpx
1250309240,"28 Oct 2017, 08:46:34",40 ft ditch to Olney with loop,Run,"",12900,17.37,,false,,activities/1250309240.gpx
1298797228,"2 Dec 2017, 10:03:45",Morning walk,Walk,,6028,7.85,,false,,activities/1298797228.gpx
1327740631,"26 Dec 2017, 10:52:38",Morning Walk,Walk,"",7029,8.08,,false,,activities/1327740631.gpx
1329231274,"27 Dec 2017, 15:02:00",Afternoon snow Walk,Walk,"",3499,2.36,,false,,activities/1329231274.gpx
1336346845,"1 Jan 2018, 14:21:56",NY day amble for fresh air,Walk,"",2191,2.04,,false,,activities/1444420219.fit.gz
1336346984,"31 Dec 2017, 11:17:46",Dartmoor NY eve walk,Walk,"",13167,12.62,,false,,activities/1444420332.fit.gz
1337196803,"2 Jan 2018, 10:44:58",Inkpen Dog walk,Walk,,7219,9.82,,false,,activities/1337196803.gpx
1355218471,"13 Jan 2018, 09:43:21",20.9 miles LDWA social walk,Hike,,25827,26.22,,false,,activities/1355218471.gpx
1377970893,"27 Jan 2018, 12:03:13",Laujar - to lunch and back,Walk,"",15443,9.83,,false,,activities/1377970893.gpx
1383025487,"30 Jan 2018, 08:09:49",Day 1 ski - Sierra Nevada,Alpine Ski,"",28044,62.92,,false,,activities/1383025487.gpx
1384727975,"31 Jan 2018, 08:21:20",Ski day 2,Alpine Ski,,25538,70.12,,false,,activities/1384727975.gpx
1386357939,"1 Feb 2018, 08:34:48",Ski day 3,Alpine Ski,"",24746,58.64,,false,,activities/1386357939.gpx
1387987950,"2 Feb 2018, 10:43:44",Amongst the almond blossom ,Walk,,21286,18.23,,false,,activities/1387987950.gpx
1389736885,"3 Feb 2018, 11:55:03",Promenade to Belgian beers,Ride,"",15483,20.73,,false,,activities/1389736885.gpx
1402907561,"11 Feb 2018, 09:33:36",Welsh Winter Skills d2,Hike,"",24396,7.86,,false,,activities/1402907561.gpx
1425347805,"25 Feb 2018, 10:23:03",Wander with Pete,Walk,,7192,10.24,,false,,activities/1425347805.gpx
1434308642,"3 Mar 2018, 09:43:39",LDWA - White Christmas in the Chilterns,Walk,"",26442,26.22,,false,,activities/1434308642.gpx
1447278853,"11 Mar 2018, 09:59:47",Walking Digger,Walk,,6956,9.48,,false,,activities/1447278853.gpx
1457946944,"17 Mar 2018, 12:53:26",Einstein bday walk,Walk,,20775,18.02,,false,,activities/1457946944.gpx
1469342392,"24 Mar 2018, 09:55:00",Wayfarers Way with mum and dad,Hike,,23564,24.67,,false,,activities/1469342392.gpx
1481673696,"31 Mar 2018, 09:35:55","Avoiding the floods with M, D and A",Hike,,15861,17.82,,false,,activities/1481673696.gpx
1508036245,"14 Apr 2018, 07:33:57","Snowdon- Pyg and Llanberis w/ E,C,Yvonne&Sarah",Walk,"",26743,13.50,,false,,activities/1508036245.gpx
1522448168,"21 Apr 2018, 08:47:02",To Chicheley in the warm,Hike,,22128,25.37,,false,,activities/1522448168.gpx
1530807557,"25 Apr 2018, 11:31:29",Les Irvine relay ,Run,,512,1.76,,false,,activities/1530807557.gpx
1538812048,"29 Apr 2018, 09:47:34",Pootle into Northamptonshire,Ride,,9720,31.18,,false,,activities/1538812048.gpx
1551144171,"5 May 2018, 07:49:07",Nievole loop - making the most of a work trip to Florence,Hike,"",22738,24.56,,false,,activities/1551144171.gpx
1578394845,"17 May 2018, 16:07:35",White Horse loop from Swindon w/ADH,Ride,,5989,28.06,,false,,activities/1578394845.gpx
1582121548,"19 May 2018, 09:54:57","Canal side in the sun w/ E,C and Diggs",Walk,,18692,17.10,,false,,activities/1582121548.gpx
1584725714,"20 May 2018, 11:12:19",Test Way and Brenda Parker Way w/P,Hike,,17546,19.71,,false,,activities/1584725714.gpx
1601619012,"28 May 2018, 10:14:31",Great Milton- Oxfordshire,Walk,,15373,13.33,,false,,activities/1601619012.gpx
1612372960,"2 Jun 2018, 09:35:33",Northamptonshire Round section from Yardley Hastings,Walk,,21461,21.54,,false,,activities/1612372960.gpx
1626018169,"8 Jun 2018, 23:32:28",Test ride for the hire bikes,Ride,,4036,11.24,,false,,activities/1626018169.gpx
1627715693,"9 Jun 2018, 12:57:20",Mellow Johnny's Scout-A-Route,Ride,,15032,44.00,,false,,activities/1627715693.gpx
1638140268,"14 Jun 2018, 12:09:46",SPIE ride with Rick and ADH,Ride,,11207,42.84,,false,,activities/1638140268.gpx
1674359743,"1 Jul 2018, 14:13:30",Cool wander in the woods,Walk,,3916,2.32,,false,,activities/1674359743.gpx
1722865541,"23 Jul 2018, 17:59:53",Running... runnin... run... walk!,Run,,2102,5.62,,false,,activities/1722865541.gpx
1733741659,"28 Jul 2018, 16:17:08",GG loop,Run,,2747,6.25,,false,,activities/1733741659.gpx
1735754823,"29 Jul 2018, 12:55:14",Salcey loop - Horse trail,Walk,,5730,8.35,,false,,activities/1735754823.gpx
1739995362,"31 Jul 2018, 11:38:25",Lunchtime chore ride to GoOutdoors,Ride,"",5913,19.84,,false,,activities/1866872483.fit.gz
1749642192,"3 Aug 2018, 08:10:49",Beacons Way d1,Hike,"",35385,24.88,,false,,activities/1877037848.fit.gz
1749642394,"4 Aug 2018, 07:47:08",Beacons Way d2,Hike,"",35069,22.52,58,false,,activities/1877038020.fit.gz
1752359528,"5 Aug 2018, 07:53:29",Beacons Way d3,Hike,"",29990,16.31,45,false,,activities/1880868944.fit.gz
1755909728,"7 Aug 2018, 11:12:45",Department Social Ride,Ride,"",6133,21.08,,false,,activities/1885126726.fit.gz
1771311855,"14 Aug 2018, 11:07:31",Lunch Ride,Ride,,4422,24.58,108,false,,activities/1901546428.fit.gz
1778177882,"17 Aug 2018, 11:15:59",A slave to Ben's pace,Ride,"",3418,23.72,132,false,,activities/1908618599.fit.gz
1785802496,"19 Aug 2018, 16:08:44",BC -> Alexandra Palace,Ride,Found the FIT file from last night on my Garmin. Wouldn't upload directly through Garmin but was fine up onto strava (which is what counts!).,4794,22.89,79,false,,activities/1916503771.fit.gz
1787233094,"21 Aug 2018, 11:04:10",CEI group cycle,Ride,"",4401,23.94,94,false,,activities/1917967028.fit.gz
1794065113,"24 Aug 2018, 11:12:29",Some hills with the wind for company,Ride,"",3234,22.80,96,false,,activities/1924976838.fit.gz
1798178755,"26 Aug 2018, 08:43:03",Shenley roundhouse jail - there and back,Ride,"",5733,33.97,122,false,,activities/1929223973.fit.gz
1800831074,"27 Aug 2018, 11:00:51",Warm but breezy walk,Walk,,11042,10.63,,false,,activities/1800831074.gpx
1802803427,"28 Aug 2018, 11:04:57",Eversholt and Deer Park w/ Xiao and Andy,Ride,Testing the route - probably a bit long for the usual Tuesday rides...,5059,28.46,72,false,,activities/1933970597.fit.gz
1807421711,"30 Aug 2018, 11:12:05",Deer park - and ADH wanted fish and chips...,Ride,Rear derailleur cable has snapped so I only had the front rings to play with...,6405,28.32,74,false,,activities/1938702093.fit.gz
1812267522,"1 Sep 2018, 07:51:17",Wendover walk w/LDWA,Hike,"",27282,26.49,76,false,,activities/1943669584.fit.gz
1814495155,"2 Sep 2018, 13:49:12",Errands,Walk,,2155,3.20,,false,,activities/1814495155.gpx
1818538018,"4 Sep 2018, 11:07:22",SPS ride with a peloton of 8,Ride,No rear derailleur which made the hills a bit tough,4164,23.63,69,false,,activities/1950129643.fit.gz
1830351894,"9 Sep 2018, 12:25:18",Sunday ride - St Albans with SACCR 10km,Ride,"",10927,66.84,229,false,,activities/1962302430.fit.gz
1834169316,"11 Sep 2018, 11:09:51",SPS Cranfield,Ride,"",3744,24.68,93,false,,activities/1966236539.fit.gz
1845889913,"16 Sep 2018, 11:31:56",St Albans with SACCR 20 mile loop,Ride,"",14744,86.80,281,false,,activities/1978313653.fit.gz
1856083776,"21 Sep 2018, 11:12:44",Tail wind my first time up Bow Brickhill,Ride,"",3916,24.15,113,false,,activities/1988888308.fit.gz
1857892461,"22 Sep 2018, 09:27:26",On the Downs,Walk,,5821,6.79,,false,,activities/1857892461.gpx
1860580749,"23 Sep 2018, 11:04:28",Linkenholt loop,Walk,,7015,8.38,,false,,activities/1860580749.gpx
1864561385,"25 Sep 2018, 11:10:14",SPS ride with Calum and Jesper,Ride,"",3635,24.50,94,false,,activities/1997686573.fit.gz
1870833325,"28 Sep 2018, 11:14:10",Effort up Brickhill and CDSA chat with ADH,Ride,"",4614,19.31,31,false,,activities/2004128579.fit.gz
1873361409,"29 Sep 2018, 10:40:58",Metric century with SACCR 30 mile loop,Ride,"",19107,100.44,285,false,,activities/2006739153.fit.gz
1879287976,"2 Oct 2018, 11:10:59",Thoroughly enjoyable deer park SPS social ride,Ride,"",4157,28.15,84,false,,activities/2012927788.fit.gz
1885448669,"5 Oct 2018, 11:38:34",High cadence threshold ride,Ride,"",2929,20.23,98,false,,activities/2019240913.fit.gz
1887838503,"6 Oct 2018, 09:47:20",Manifold trail to Thors Cave,Walk,"",14420,14.12,,false,,activities/1887838503.gpx
1890321693,"7 Oct 2018, 09:47:08",Wormhill,Walk,,20765,13.96,,false,,activities/1890321693.gpx
